Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score,Price Change (%)_normalized,Beta_normalized,P/E Ratio_normalized,Market Cap_normalized,Dividend Yield_normalized,RSI Score_normalized,score
Pimco Muni,PMF,Financial Services,9.25,9.245,9.23,0.217,0.612,13.80597,242590496.0,10.39,7.69,0.0545,71934.0,63.90611176606568,0.43428409090909087,0.9999383522218104,0.0,7.000678360070756e-05,0.03719942453928889,0.6390611176606568,0.2947834404682691
Pimco Muni II,PML,Financial Services,8.6,8.6,8.59,0.116,0.64,12.835821,571186240.0,9.45,6.92,0.0551,182447.0,68.78167385043504,0.43313636363636365,0.9999385488430418,0.0,0.00016483303889586022,0.03761046790436391,0.6878167385043504,0.28495182884504267
Putnam Managed Muni Income Trust,PMM,Financial Services,6.19,6.21,6.18,0.162,0.605,10.672414,283127520.0,6.42,5.0,0.0461,88577.0,64.89119216642001,0.4336590909090909,0.9999383030665027,0.0,8.170496976689762e-05,0.03144481742823868,0.6489119216642001,0.29156978297949776
Putnam Muni Opportunities Trust,PMO,Financial Services,10.18,10.19,10.21,-0.294,0.613,17.254238,316187744.0,10.57,8.57,0.041300002,79708.0,63.69467404425828,0.42847727272727276,0.9999383592439973,0.0,9.12454988162907e-05,0.02815647187778311,0.6369467404425828,0.2925288258216129
Pennymac Mortgage Investment Trust,PMT,Real Estate,13.83,13.84,13.77,0.436,1.466,9.098684,1201181056.0,15.89,10.52,0.1157,800193.0,35.032251106070746,0.43677272727272726,0.999944349169364,0.0,0.00034663712597691115,0.07912584777694046,0.35032251106070744,0.30144580965409995
Pimco Muni Income Fund III,PMX,Financial Services,7.85,7.87,7.86,-0.127,0.792,12.265625,262409792.0,8.09,6.09,0.0504,101329.0,52.10281303981132,0.43037499999999995,0.9999396162154399,0.0,7.572624179997808e-05,0.03439062821127629,0.5210281303981132,0.3172423605652686
Pnc Bank,PNC,Financial Services,158.77,158.87,156.51,1.444,1.144,13.330815,63175696384.0,162.24,109.4,0.0403,1544177.0,41.592249859390144,0.44822727272727275,0.9999420880252046,0.0,0.018231260769447713,0.027471398232513534,0.41592249859390146,0.3077417875487983
Pimco New York Muni,PNF,Financial Services,7.89,7.86,7.861,0.369,0.774,12.523809,62078520.0,8.6,6.37,0.051,16826.0,64.92746801080672,0.4360113636363636,0.999939489816077,0.0,1.7914585108908263e-05,0.034801671576351306,0.6492746801080672,0.2925149453160145
Pimco New York Muni II,PNI,Financial Services,7.49,7.48,7.47,0.268,0.761,10.855072,83955408.0,7.73,6.03,0.0473,20829.0,78.70807566744446,0.4348636363636364,0.9999393985276482,0.0,2.4227823805485725e-05,0.03226690415838871,0.7870807566744447,0.26427525788095
Pnm Resources Inc.,PNM,Utilities,36.1,36.42,36.23,-0.359,0.356,40.11111,3256234240.0,45.94,34.63,0.0429,659055.0,38.2621317722692,0.42773863636363635,0.9999365545419817,0.0,0.0009396849710247774,0.0292525861478386,0.382621317722692,0.2966358892715559
Pentair,PNR,Industrials,75.2,74.82,74.39,1.089,1.205,19.946949,12485079040.0,85.84,57.18,0.012200001,1477147.0,33.43205810435242,0.4441931818181818,0.9999425163786011,0.0,0.003602947685359087,0.008220867986572584,0.3343205810435242,0.2855033102094224
Pinnacle West Capital Corp.,PNW,Utilities,76.41,75.74,75.85,0.738,0.505,16.647058,8677043200.0,86.03,65.2,0.0461,983490.0,70.35426554162026,0.44020454545454546,0.9999376008478196,0.0,0.0025040235960168615,0.03144481742823868,0.7035426554162026,0.28186775649540874
Portland General Electric Company,POR,Utilities,42.44,42.54,42.47,-0.071,0.594,16.323076,4372635648.0,49.72,38.01,0.0471,971044.0,37.08790590826037,0.43101136363636366,0.9999382258224475,0.0,0.0012618564137774743,0.03212988970336371,0.37087905908260366,0.29538585736178097
Post Holdings Inc. Common Stoc,POST,Consumer Defensive,105.06,104.89,104.76,0.286,0.597,20.165066,6365154304.0,108.17,78.85,,473695.0,40.73598683965759,0.43506818181818185,0.999938246889008,0.0,0.0018368580265622414,,0.4073598683965759,0.29692206206579785
Ppg Industries,PPG,Basic Materials,127.0,125.88,125.23,1.413,1.257,21.416527,29781499904.0,152.89,120.33,0.020499999,1578163.0,65.17315523722755,0.44787499999999997,0.9999428815323165,0.0,0.008594353844722092,0.013906966499965747,0.6517315523722754,0.29048148005677865
Ppl Corp.,PPL,Utilities,27.4,27.38,27.41,-0.036,0.83,26.601942,20214102016.0,29.89,22.2,0.0376,4579926.0,55.93481332973627,0.4314090909090909,0.9999398830585395,0.0,0.005833391381867453,0.025621703089675964,0.5593481332973628,0.3085554284271591
Putnam Premier Income Trust,PPT,Financial Services,3.61,3.58,3.57,1.12,0.363,18.05,347530368.0,3.72,3.25,0.0864,157350.0,56.24390109598587,0.4445454545454545,0.9999366036972895,0.0,0.00010029036235854029,0.05905323011577721,0.5624390109598587,0.3160210306795088
Pro-Assurance Corp.,PRA,Financial Services,11.32,11.56,11.44,-1.049,0.244,,577456960.0,19.38,11.31,,275700.0,7.52579767575574,0.4198977272727273,0.9999357680570566,,0.00016664264509576407,,0.0752579767575574,-0.021940658098775517
Partnerre Ltd,PRE,Healthcare,5.98,6.0,6.0,-0.333,-0.143,,73058856.0,13.545,2.85,,88691.0,53.31710405072796,0.42803409090909095,0.9999330504707529,,2.1083293662731025e-05,,0.5331710405072796,0.057579708817198705
Perrigo Company,PRGO,Healthcare,25.72,25.67,25.44,1.101,0.511,2572.0,3506150400.0,40.28,24.82,0.0429,1518091.0,69.00854817748993,0.44432954545454545,0.9999376429809405,0.0,0.0010118058491045136,0.0292525861478386,0.6900854817748993,0.28459026897958606
Primerica,PRI,Financial Services,233.51,234.12,233.01,0.215,1.092,14.221071,8035359232.0,256.56,184.76,0.0128,230485.0,30.588333722086517,0.4342613636363637,0.9999417228714893,0.0,0.0023188462500547224,0.008631910666575324,0.3058833372208652,0.2782799664607991
Cohen & Steers Preferred Fund,PSF,Financial Services,19.86,19.86,19.85,0.05,,13.791667,238880064.0,20.19,16.66,0.0921,28019.0,44.552957976605356,0.4323863636363636,,0.0,6.893602605587671e-05,0.06295814208398985,0.44552957976605356,0.3665623925180688
Pearson Plc,PSO,Communication Services,12.87,12.91,12.87,0.0,0.294,18.92647,8607648768.0,13.18,10.27,0.0222,373000.0,59.107017564524654,0.4318181818181818,0.9999361191663981,0.0,0.0024839977306639186,0.015071590052750567,0.5910701756452466,0.29982779801065473
Phillips 66 Common Stock,PSX,Energy,135.95,137.61,138.4,-1.77,1.329,10.449654,57636274176.0,174.08,98.65,0.033800002,2333272.0,40.59691851847025,0.41170454545454543,0.9999433871297683,0.0,0.01663269269887816,0.023018429814345417,0.4059691851847025,0.2992221353749024
Portugal Telecom Sgps S.A .,PT,Financial Services,1.04,1.05,1.04,0.0,0.832,,16585919.0,1.38,0.71,,89955.0,55.717852291469725,0.4318181818181818,0.9999398971029132,,4.786317091941746e-06,,0.5571785229146973,0.05334351161120569
Pimco Corporate Opportunity Fund,PTY,Financial Services,14.46,14.48,14.46,0.0,1.022,10.041666,2213551104.0,15.1,11.92,0.0986,574545.0,23.880077338946805,0.4318181818181818,0.9999412313184111,0.0,0.0006387871686287537,0.06741111187230252,0.23880077338946804,0.2760848599101031
Prudential Public Limited Company,PUK,Financial Services,18.54,18.74,18.36,0.98,1.262,14.951613,25452826624.0,28.59,17.12,0.0221,806639.0,34.48090032073867,0.44295454545454543,0.9999429166432505,0.0,0.0073451840516447165,0.015003082825238065,0.3448090032073867,0.28914582576554626
Phillips-Van Heusen Corp.,PVH,Consumer Cyclical,106.61,104.54,103.76,2.747,2.141,9.51875,5955000320.0,141.15,69.27,0.0014,837680.0,21.003213966577874,0.4630340909090909,0.9999490891454751,0.0,0.0017184956706666399,0.0008220867301500308,0.21003213966577874,0.26180289956806857
Quanta Services,PWR,Industrials,254.66,254.21,252.53,0.843,1.032,49.54475,37279170560.0,286.87,153.74,0.0014,930767.0,35.09784401939649,0.4413977272727273,0.9999413015402795,0.0,0.01075803382149267,0.0008220867301500308,0.3509784401939649,0.2876514377038534
Praxair,PX,Financial Services,8.36,8.33,8.22,1.703,0.66,,944872256.0,13.41,7.08,0.0167,583155.0,66.80585585748136,0.45117045454545457,0.9999386892867783,,0.0002726714579882405,0.011303692539562924,0.6680585585748137,0.03635799319188902
Pimco New York Muni Income Fund III,PYN,Financial Services,5.91,5.87,5.91,0.0,0.842,12.061224,33964768.0,6.39,4.84,0.0504,13040.0,59.010036046057685,0.4318181818181818,0.9999399673247816,0.0,9.801510386745676e-06,0.03439062821127629,0.5901003604605769,0.3036377642414277
Pimco California Muni Income Fund III,PZC,Financial Services,7.37,7.31,7.29,1.097,0.594,14.45098,165707072.0,8.2,6.3,0.048,52849.0,81.29501645203288,0.44428409090909093,0.9999382258224475,0.0,4.781974276006458e-05,0.03274645475097623,0.8129501645203289,0.2606128310745243
Quad Graphics Inc,QUAD,Industrials,5.67,5.59,5.53,2.532,1.65,,294489600.0,6.75,3.96,0.0353,151186.0,71.51795498566959,0.46059090909090905,0.999945641251741,,8.498384211517717e-05,0.0240460368568884,0.7151795498566959,0.030875868022712277
Ryder System,R,Industrials,120.31,122.44,122.5,-1.788,1.285,15.665364,5273042944.0,128.85,84.75,0.023599999,260985.0,23.489910422536354,0.41150000000000003,0.9999430781535477,0.0,0.0015216962129201987,0.016030690552853326,0.23489910422536353,0.2620688207615806
Stifel Financial Corp.,SF,Financial Services,81.22,81.57,82.41,-1.444,1.112,18.459091,8321476608.0,85.25,54.81,0.0207,618350.0,53.186954041957,0.4154090909090909,0.9999418633152258,0.0,0.0024014140855680003,0.014043981640063027,0.53186954041957,0.30899220695749646
Ship Finance International,SFL,Industrials,13.17,13.6,13.63,-3.375,0.699,13.577319,1813614336.0,14.62,9.22,0.081999995,614837.0,24.42712831550307,0.3934659090909091,0.9999389631520647,0.0,0.0005233732998956084,0.056038908679865725,0.2442712831550307,0.26914036574539874
Star Gas Partners L.P.,SGU,Energy,10.71,10.75,10.82,-1.017,0.417,11.2736845,377318656.0,14.76,9.64,0.0644,80703.0,19.124536023009398,0.4202613636363636,0.9999369828953782,0.0,0.00010888667516621174,0.04398164006302664,0.19124536023009397,0.26010179498205743
Shinhan Financial Group Co Ltd,SHG,Financial Services,37.62,37.73,38.31,-1.801,0.632,6.4974093,19214188544.0,38.65,25.09,0.042,109303.0,57.75687232196766,0.4113522727272727,0.9999384926655471,0.0,0.005544836061537636,0.028636021100226075,0.5775687232196767,0.3024769348247998
Sunstone Hotel Investors,SHO,Real Estate,10.16,10.22,10.15,0.099,1.245,11.288889,2069327872.0,11.59,8.61,0.0354,1576096.0,39.674621599959835,0.43294318181818175,0.9999427972660744,0.0,0.0005971671864261723,0.024114544084400905,0.39674621599959836,0.2991790662815623
Sherwin-Williams Company,SHW,Basic Materials,300.25,296.42,295.7,1.539,1.159,32.04376,76128083968.0,348.37,232.06,0.0095,1781527.0,70.70285210372019,0.4493068181818182,0.999942193358007,0.0,0.02196906454246965,0.006371172158662739,0.7070285210372019,0.2794672400700111
National Steel Corp.,SID,Basic Materials,2.38,2.35,2.39,-0.418,1.905,inf,3156094208.0,4.03,2.11,0.12149999,2232672.0,52.40570669389035,0.42706818181818185,0.999947431909383,,0.0009107865314890031,0.08309926012194287,0.5240570669389035,0.07596500137154574
Signet Jewelers Limited,SIG,Consumer Cyclical,86.95,88.51,87.27,-0.367,2.172,7.0576296,3878517760.0,112.06,65.12,0.013300001,789998.0,49.96977560887728,0.4276477272727273,0.9999493068332668,0.0,0.0011192637300652055,0.008974447489210112,0.49969775608877276,0.3159985954961855
Six Flags Entertainment Corporation New,SIX,Consumer Cyclical,32.0,32.82,33.14,-3.44,2.252,100.0,2696649728.0,34.06,18.29,,1683122.0,73.52941629761736,0.39272727272727276,0.9999498686082133,0.0,0.000778199909933647,,0.7352941629761736,0.2619330914440282
J.M. Smucker Company,SJM,Consumer Defensive,109.85,109.9,109.89,-0.036,0.245,15.406732,11691664384.0,153.94,105.69,0.038599998,1278268.0,37.492647726360474,0.4314090909090909,0.9999357750792434,0.0,0.003373983853360181,0.02630677399465644,0.37492647726360473,0.2953018347654276
San Juan Basin Royalty Trust,SJT,Energy,4.05,4.06,4.08,-0.735,0.839,9.642858,188765648.0,8.21,3.59,0.087299995,310922.0,81.38999233213656,0.4234659090909091,0.9999399462582211,0.0,5.447399332308672e-05,0.05966979173802836,0.8138999233213656,0.2626853128204791
Sjw Corp.,SJW,Utilities,53.7,54.45,54.31,-1.123,0.609,20.11236,1730992640.0,73.14,51.17,0.0298,191336.0,59.41119767299956,0.4190568181818182,0.9999383311552499,0.0,0.0004995303068536336,0.020278139343700763,0.5941119767299956,0.29814787516517416
Sk Telecom Corporation,SKM,Communication Services,20.71,20.89,20.9,-0.909,0.581,9.768868,7943921152.0,22.71,19.27,0.0709,268114.0,44.65610428439373,0.42148863636363637,0.9999381345340187,0.0,0.0022924590223559406,0.048434609851339315,0.4465610428439373,0.3124578584424345
Tanger Factory Outlet Centers,SKT,Real Estate,26.34,26.28,26.13,0.804,1.851,29.266668,2880358144.0,29.98,21.42,0.0418,744486.0,45.08061492907842,0.4409545454545455,0.999947052711294,0.0,0.0008312145380095484,0.028499006645201067,0.4508061492907842,0.3120926291880504
Skechers U.S.A.,SKX,Consumer Cyclical,67.74,66.72,66.24,2.264,1.255,17.826315,10331500544.0,75.09,45.58,,1871975.0,30.351928917880585,0.4575454545454546,0.9999428674879428,0.0,0.002981467377142293,,0.30351928917880583,0.27963953600649927
Skyline Corp.,SKY,Consumer Cyclical,68.12,67.54,66.8,1.976,1.57,26.924902,3938126336.0,86.71,52.12,,338542.0,40.71071351540533,0.4542727272727273,0.9999450794767946,0.0,0.0011364655902498478,,0.40710713515405333,0.2996814747330652
Schlumberger N.V.,SLB,Energy,46.24,46.01,46.14,0.217,1.567,15.413334,66092687360.0,62.12,42.61,0.0238,11064116.0,52.91944564685704,0.43428409090909087,0.9999450584102341,0.0,0.019073046872994548,0.016167705692950608,0.5291944564685704,0.3144500623275157
U.S. Silica Holdings Inc.,SLCA,Energy,15.44,15.44,15.44,0.0,1.994,10.503401,1207479040.0,16.03,10.09,,1792598.0,43.791295893311755,0.4318181818181818,0.9999480568840109,0.0,0.00034845460002985804,,0.43791295893311755,0.30239535883095264
Sun Life Financial Inc.,SLF,Financial Services,49.16,48.95,48.98,0.367,0.945,12.702843,28501196800.0,55.46,44.57,0.0481,896047.0,30.97143528082256,0.43598863636363633,0.9999406906100252,0.0,0.008224883602907029,0.03281496197848873,0.3097143528082256,0.2847325777111765
Sl Green Realty Corp.,SLG,Real Estate,55.88,55.56,55.0,1.6,1.81,,3638452992.0,58.54,28.55,0.0537,915234.0,40.875837484798886,0.45,0.9999467648016339,,0.0010499857695516952,0.03665136671918887,0.4087583748479889,0.056692270410227334
Sm Energy Company,SM,Energy,44.25,43.63,43.63,1.421,4.2,6.9466248,5090342912.0,53.26,32.21,0.0163,1864296.0,42.5966447868095,0.4479659090909091,0.9999635478281602,0.0,0.001468972584592059,0.011029663629512913,0.425966447868095,0.30474465113880117
Sumitomo Mitsui Financial Group Inc,SMFG,Financial Services,13.79,13.85,13.86,-0.505,0.65,15.322223,90567753728.0,13.87,8.55,0.0254,825196.0,46.75535470592324,0.4260795454545454,0.99993861906491,0.0,0.026136068638053598,0.017263821333150648,0.4675535470592324,0.31349515045397275
Scotts Miracle-Gro Company,SMG,Basic Materials,62.19,63.0,62.71,-0.829,1.739,,3532335872.0,77.95,43.67,0.0425,856896.0,37.138966276712246,0.4223977272727273,0.999946266226369,,0.001019362460223908,0.02897855723778859,0.3713896627671225,0.0435406127152768
Summit Midstream Partners Lp,SMLP,Energy,34.0,34.535,34.54,-1.563,2.448,4.7353764,362055808.0,36.78,13.0,,34390.0,39.209882367944886,0.41405681818181816,0.9999512449568322,0.0,0.00010448211805490872,,0.39209882367944887,0.2905436111792848
Smith & Nephew Snats,SNN,Healthcare,27.16,27.26,26.81,1.305,0.579,45.266666,11841081344.0,31.31,21.53,0.0276,912191.0,52.86286035286609,0.4466477272727273,0.9999381204896449,0.0,0.0034171026430983263,0.018770980338425704,0.5286286035286609,0.3153735326682074
Synovus Financial Corp.,SNV,Financial Services,39.32,39.91,39.51,-0.481,1.42,13.465753,5758020608.0,41.15,24.4,0.0387,1320460.0,51.72232214228262,0.4263522727272727,0.99994402614877,0.0,0.0016616512081343508,0.02637528259231349,0.5172232214228262,0.31595501564892475
Synnex Corp.,SNX,Technology,112.0,111.03,109.69,2.106,1.438,15.708275,9571485696.0,133.85,89.73,0.0143,826049.0,18.710198659503973,0.45575000000000004,0.9999441525481328,0.0,0.002762142071442184,0.009659519079262862,0.18710198659503974,0.2579966000871915
Sanofi-Aventis Sa,SNY,Healthcare,50.24,50.13,49.66,1.168,0.408,25.764103,125703503872.0,55.72,42.63,0.040599998,2454726.0,52.07444452885096,0.4450909090909091,0.9999369196956969,0.0,0.036275553625240896,0.027676918544906486,0.5207444452885096,0.32178399440787014
Southern Company,SO,Utilities,77.8,78.02,78.04,-0.308,0.501,20.155441,85068857344.0,80.84,61.56,0.037,4556027.0,32.32099782553502,0.4283181818181818,0.9999375727590721,0.0,0.024549195521550982,0.025210659724600945,0.32320997825535014,0.2863930171449654
Renesola Ltd,SOL,Technology,1.53,1.6,1.61,-4.969,1.723,,87640696.0,4.28,1.46,,265026.0,47.77366878820261,0.37535227272727273,0.9999461538713796,,2.5291325287489587e-05,,0.4777366878820261,0.05185809223088691
Sonoco Products Company,SON,Consumer Cyclical,48.98,48.96,48.5,0.99,0.677,12.368687,4812647424.0,61.73,48.22,0.0425,686675.0,9.768512579228243,0.44306818181818186,0.9999388086639543,0.0,0.0013888351399652654,0.02897855723778859,0.09768512579228243,0.24193796652634258
Source Capital,SOR,Financial Services,44.01,43.76,43.955,0.125,0.646,6.770769,360870528.0,47.91,37.26,0.056799997,11495.0,69.41817472209995,0.43323863636363635,0.9999385909761627,0.0,0.00010414006960806019,0.038775088716859626,0.6941817472209995,0.283921018663062
Spectrum Brands Holdings,SPB,Consumer Defensive,84.38,84.27,83.93,0.536,1.181,,2364977152.0,96.74,65.27,0.0199,445324.0,51.303080247600946,0.4379090909090909,0.9999423478461174,,0.000682485741565791,0.013495923819963007,0.5130308024760094,0.0658534016946992
Special Opportunities Fund Inc.,SPE,Financial Services,13.45,13.45,13.45,0.0,1.022,5.699153,148087184.0,13.55,10.26,0.0851,24221.0,81.78884750746253,0.4318181818181818,0.9999412313184111,0.0,4.273499036059346e-05,0.05816263615811467,0.8178884750746254,0.26283770985662
Simon Property Group,SPG,Real Estate,146.87,146.77,146.09,0.534,1.772,18.733418,55045111808.0,157.82,102.11,0.0545,1437183.0,34.385921765675675,0.43788636363636363,0.9999464979585344,0.0,0.015884934309715458,0.03719942453928889,0.34385921765675675,0.2934885266197818
Suburban Propane Partners L.P.,SPH,Utilities,18.75,18.9,18.77,-0.107,0.417,11.160715,1200860672.0,22.33,14.42,0.069299996,177554.0,24.675766702452236,0.43060227272727275,0.9999369828953782,0.0,0.00034654466946908586,0.047338491470850175,0.24675766702452237,0.2734505287855745
Steel Partners Hldgs,SPLP,Industrials,37.2287,35.62,37.0,0.618,1.358,5.442792,759216000.0,47.96,33.12,,2262.0,83.55781334399644,0.4388409090909091,0.9999435907731864,0.0,0.00021909472167908666,,0.8355781334399645,0.24873806007049273
Spirit Aerosystems Holdings,SPR,Industrials,34.37,34.11,34.03,0.999,1.842,,4005892096.0,36.34,14.65,,3198340.0,66.10696912939295,0.44317045454545456,0.9999469895116126,,0.0011560214529637302,,0.6610696912939296,0.03438253311716739
Sociedad Quimica Y Minera S.A.,SQM,Basic Materials,41.5,41.41,41.39,0.266,1.064,30.072464,11853977600.0,81.5,38.5,0.0506,1030762.0,28.71201769744404,0.43484090909090906,0.9999415262502581,0.0,0.0034208242484025254,0.034527642666301296,0.2871201769744404,0.27990363009159913
Sequans Communications S A,SQNS,Technology,0.5544,0.55,0.5479,1.186,0.159,,34338928.0,2.97,0.34,,141249.0,14.051303366122866,0.44529545454545455,0.999935171171176,,9.909485588278518e-06,,0.14051303366122866,-0.005095601254494875
