Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Mgic Investment Corp.,MTG,Financial Services,21.66,21.49,21.4,1.215,1.274,8.33077,5774274560.0,22.43,15.98,0.0215,1686983.0,77.80659045472198
Meritage Corp.,MTH,Consumer Cyclical,160.02,156.21,154.6,3.506,1.801,7.463619,5811766784.0,189.96,109.23,0.0194,421324.0,69.49349351370665
Vail Resorts,MTN,Consumer Cyclical,174.95,174.02,173.44,0.871,1.138,23.23373,6582318592.0,254.78,165.14,0.0512,681393.0,31.029186533952796
Mesa Royalty Trust,MTR,Energy,8.005,8.01,8.01,-0.062,0.661,6.615702,14918038.0,24.87,7.7,0.048899997,11413.0,37.88197287071742
Brush Wellman Inc,MTRN,Basic Materials,105.44,104.92,104.16,1.229,1.187,26.426065,2185866240.0,145.08,92.23,0.0052,102478.0,67.28843294342454
Manitowoc Company,MTW,Industrials,10.3,10.15,10.07,2.284,1.912,13.733334,366072320.0,19.81,10.01,,267970.0,37.263516366372706
Minerals Technologies Inc.,MTX,Basic Materials,81.44,80.98,80.47,1.205,1.321,28.277777,2626293504.0,87.46,48.61,0.005,171800.0,55.835614239649814
Mastec,MTZ,Industrials,103.09,102.4,102.04,1.029,1.653,,8191366144.0,123.33,44.65,,800440.0,62.22314167647525
Blackrock Muniassets Fund,MUA,Financial Services,11.735,11.75,11.64,0.816,0.55,61.763157,451162624.0,11.9,8.61,0.0572,71881.0,79.81761153223383
Blackrock Muniholdings California,MUC,Financial Services,11.15,11.1,11.11,0.36,0.482,55.749996,1050150464.0,11.3,9.19,0.052399997,214940.0,64.33662475043958
Blackrock Muniholdings Quality Fund II,MUE,Financial Services,10.221,10.25,10.19,0.304,0.564,28.391665,224024896.0,10.29,8.53,0.053000003,53122.0,72.49324000857777
Blackrock Muni Intermediate Duration,MUI,Financial Services,12.285,12.26,12.26,0.204,0.541,30.7125,884422912.0,12.42,9.73,0.0538,154809.0,62.16380616094635
Blackrock Muniholdings New Jersey,MUJ,Financial Services,11.47,11.45,11.44,0.262,0.461,26.068182,610033088.0,11.7,9.74,0.052399997,90447.0,83.4257692845059
Murphy Oil Corp.,MUR,Energy,40.3,39.75,39.79,1.282,2.251,11.163435,6148812800.0,49.14,36.95,0.030199999,1356685.0,38.95581428472335
Mcewen Mining Inc,MUX,Basic Materials,10.29,10.06,9.94,3.521,1.403,6.1987953,524513184.0,12.5,5.92,,793124.0,54.5941258819689
Mv Oil Trust,MVO,Energy,9.515,9.31,9.25,2.865,0.682,6.2598686,109422504.0,13.95,8.42,0.1592,52268.0,63.28273552288089
Blackrock Munivest Fund II,MVT,Financial Services,11.005,11.07,11.0,0.045,0.644,28.960527,229579712.0,11.17,8.96,0.0551,36488.0,72.09727575819686
Mueller Water Products,MWA,Industrials,18.52,18.13,18.06,2.547,1.328,28.937502,2883804672.0,19.43,12.11,0.014199999,1493719.0,73.18449985563726
Morgan Stanley Cap TR IV Gtd Cap Secs,MWG,Industrials,0.3963,0.41,0.383,3.473,,6.605,12221892.0,0.69,0.193,,768178.0,65.87319332708407
Magnachip Semiconductor Corp.,MX,Technology,4.97,4.97,4.96,0.202,0.661,,190190960.0,10.29,4.7,,204804.0,74.4222057088195
Mexico Equity And,MXE,Financial Services,10.0697,9.91,9.77,3.068,0.979,5.3278837,44308796.0,11.63,8.4,0.0308,9965.0,41.85073697001047
Mexico Fund,MXF,Financial Services,16.91,16.65,16.56,2.114,1.117,7.4166665,249792832.0,19.69,14.77,0.0531,42632.0,43.06455115994643
Maxlinear Inc,MXL,Technology,22.73,22.49,22.19,2.434,1.847,,1889499392.0,35.09,13.43,,666360.0,89.26052480970982
Blackrock Muniyield Fund,MYD,Financial Services,10.905,10.92,10.87,0.322,0.669,27.961538,498723808.0,11.3,8.76,0.058000002,134837.0,47.78956140225112
Myers Industries,MYE,Consumer Cyclical,12.78,12.72,12.71,0.551,1.222,12.056604,475198720.0,23.63,12.47,0.0425,283927.0,19.203046097745073
Blackrock Muniyield Quality Fund III,MYI,Financial Services,11.225,11.26,11.19,0.313,0.462,26.726192,746095488.0,11.7,9.32,0.059499998,207675.0,78.42338271135577
Blackrock Muniyield New York Quality,MYN,Financial Services,10.475,10.51,10.46,0.143,0.586,28.310812,401330784.0,10.62,8.47,0.0507,63404.0,68.12694841315322
Nuveen California Divadv Fund,NAC,Financial Services,11.645,11.67,11.63,0.129,0.462,15.123378,1685287808.0,11.66,9.32,0.0765,401357.0,78.34234475765092
Nuveen Divadv Fund,NAD,Financial Services,11.77,11.79,11.75,0.17,0.491,47.08,2747176960.0,11.93,9.56,0.0771,716921.0,72.71501722411705
Nuveen New York Divadv Fund,NAN,Financial Services,11.341,11.41,11.345,-0.035,0.459,13.342352,349714464.0,11.41,9.11,0.076799996,64372.0,79.03375697171595
Nordic American Tanker Shipping Limited,NAT,Industrials,3.725,3.73,3.72,0.134,-0.173,11.640625,777765056.0,4.83,3.63,0.129,2323885.0,39.41884076237592
Nuveen Arizona Premium Fund,NAZ,Financial Services,11.36,11.28,11.36,0.0,0.506,15.351351,131666944.0,11.4,9.22,0.0766,22909.0,80.18769732594917
Nuveen Build America Bond Fund,NBB,Financial Services,15.61,15.53,15.58,0.193,,14.3211,458852832.0,16.28,13.67,0.059299998,75622.0,71.4633282707264
National Bank Holdings Corp.,NBHC,Financial Services,39.815,38.88,38.77,2.695,0.858,11.441092,1506018304.0,39.85,28.38,0.028900001,215295.0,82.91477247134351
Nabors Industries,NBR,Energy,74.1,72.67,72.68,1.954,2.227,,706931008.0,141.47,59.9,,210121.0,67.4704131803023
Nacco Industries,NC,Energy,28.355,28.31,28.2,0.55,0.97,,211256656.0,38.66,27.26,0.0323,15873.0,48.030498298619456
Nuveen California Muni Value Fund,NCA,Financial Services,8.73,8.72,8.72,0.115,0.324,16.471699,289034560.0,9.09,7.77,0.0399,62819.0,69.91598307097713
Navigant Consulting,NCI,Consumer Cyclical,0.68,0.634,0.641,6.084,,22.666668,13817600.0,11.39,0.574,,1505692.0,62.81752106486038
Agic Convertible &,NCV,Financial Services,3.36,3.35,3.32,1.205,1.239,37.333332,303655296.0,3.59,2.84,0.1248,595949.0,76.59126679620417
Agic Convertible & II,NCZ,Financial Services,2.975,2.965,2.96,0.507,1.232,29.749998,226444496.0,3.15,2.5,0.1233,365018.0,79.02530330660852
Tortoise Energy Independence F,NDP,Financial Services,35.68,35.8487,36.18,-1.382,,,59443236.0,36.5,27.38,0.077199996,4829.0,53.75907439995369
Noble Corp.,NE,Energy,43.8,43.35,43.4,0.922,1.02,13.518518,6259194880.0,55.34,41.23,0.0461,1105524.0,68.26509755016168
Nextera Energy,NEE,Utilities,72.895,72.26,72.12,1.075,0.538,19.916666,149764964352.0,80.47,47.15,0.0286,11676744.0,44.93111595020056
Newmont Mining Corp.,NEM,Basic Materials,45.46,44.88,43.89,3.577,0.488,,52421742592.0,45.92,29.42,0.0228,9351629.0,79.44948608847868
Newmarket Corp.,NEU,Basic Materials,514.88,510.99,507.12,1.53,0.483,12.382876,4939887616.0,650.0,425.85,0.0197,39055.0,61.58704220880541
National Fuel Gas Company,NFG,Energy,54.48,54.42,54.14,0.628,0.639,10.809524,5007687168.0,57.6,45.32,0.038,491627.0,28.417645603668532
Nfj Dividend Interest & Premium Strategy,NFJ,Financial Services,12.285,12.25,12.21,0.614,1.129,12.163366,1164637696.0,12.86,10.45,0.0917,187198.0,67.50888645103858
National Grid Transco Plc,NGG,Utilities,61.41,61.0,60.35,1.756,0.235,17.495726,59097792512.0,73.4,55.13,0.061,671044.0,86.74963715773796
Ngl Energy Partners Lp,NGL,Energy,4.73,4.72,4.78,-1.046,1.672,,626786496.0,6.2,3.68,,461804.0,30.60783644342102
Natural Gas Services Group,NGS,Energy,18.73,18.53,18.63,0.537,1.096,24.644737,232946880.0,25.24,9.74,,95972.0,41.22923552037423
Natural Grocers By Vitamin Cottage Inc,NGVC,Consumer Defensive,22.6387,22.42,22.33,1.382,1.054,18.11096,515979008.0,22.96,11.85,0.0179,63872.0,61.9950586010189
National Health Investors,NHI,Real Estate,70.585,69.75,69.46,1.62,1.044,23.142624,3065139456.0,70.7,48.51,0.051799998,147714.0,87.42584603669906
Nisource Inc,NI,Utilities,29.21,29.06,28.91,1.038,0.5,18.967533,13094988800.0,29.44,22.86,0.0367,4370255.0,53.533092700384984
Agic Equity & Convertible,NIE,Financial Services,23.59,23.65,23.53,0.255,,6.958702,653655296.0,23.88,18.61,0.1015,59691.0,85.81783779555504
Nuveen Maturities Fund,NIM,Financial Services,9.07,9.04,9.045,0.276,0.25,25.914286,112890656.0,9.3,8.28,0.0365,20306.0,63.79981458857685
Nuveen Insured Muni Opportunity Fund,NIO,Consumer Cyclical,4.615,4.51,4.5,2.556,1.856,,9715912704.0,16.18,3.61,,51633768.0,53.34141581433225
Newjersey Resources Corp.,NJR,Utilities,42.58,42.36,42.12,1.092,0.619,16.896826,4207853824.0,47.04,38.92,0.0399,502026.0,27.67595111579392
Nike,NKE,Consumer Cyclical,72.535,72.26,72.46,0.104,1.009,19.446383,109481435136.0,123.39,71.6705,0.020399999,12886552.0,10.351742522185347
Nl Industries,NL,Industrials,6.03,6.02,5.97,1.005,0.557,26.217392,294466016.0,8.93,4.46,0.053600002,43759.0,63.510498449944755
Annaly Capital Management Inc,NLY,Real Estate,19.385,19.11,19.02,1.919,1.594,,9701029888.0,21.07,14.52,0.1367,3307126.0,70.81121693395471
New Mountain Finance Corporati,NMFC,Financial Services,12.32,12.25,12.25,0.571,1.188,11.2,1328724224.0,13.23,12.12,0.111,389185.0,55.7314054043668
Nuveen Muni,NMI,Financial Services,9.95,9.94,9.92,0.302,0.239,22.11111,100008440.0,9.95,8.3,0.0435,23686.0,71.74775383107387
Navios Maritime Partners Lp,NMM,Industrials,51.0991,51.25,50.79,0.609,1.957,3.8594487,1542395648.0,53.83,20.92,0.0039,177170.0,44.567538462819684
Nomura Holdings Inc ADR,NMR,Financial Services,6.09,6.01,5.97,2.01,0.631,18.454546,17991809024.0,6.62,3.63,0.016,1080652.0,65.21199403892446
Nuveen Massachusetts Premium Fund,NMT,Financial Services,11.09,11.11,11.1,-0.09,0.426,38.241383,103410040.0,11.24,9.05,0.076799996,12547.0,82.63057714638437
Nelnet,NNI,Financial Services,102.25,102.02,101.61,0.63,0.904,27.560646,3718525696.0,110.7,81.67,0.011,88031.0,73.95657500096368
National Retail Properties,NNN,Real Estate,42.76,42.33,42.12,1.519,1.055,19.614677,7840002560.0,44.87,34.38,0.0537,967501.0,69.79237572277287
Nuveen New York Muni Value Fund,NNY,Financial Services,8.35,8.31,8.315,0.421,0.322,16.372551,157698944.0,8.66,7.58,0.0405,37768.0,78.91839280989998
North American Energy Partners,NOA,Energy,19.47,19.77,19.45,0.103,1.633,14.976923,520579104.0,26.3,18.3,0.0150999995,65642.0,40.10748557780629
Noah Holdings Ltd,NOAH,Financial Services,7.845,7.87,7.84,0.064,0.756,4.4073033,534428064.0,15.83,7.14,0.1355,239632.0,23.19622672796511
Northrop Grumman Corp.,NOC,Industrials,426.102,422.69,423.73,0.56,0.321,29.672842,63122747392.0,496.89,414.56,0.0194,976255.0,32.76206394243329
Nokia Corp.,NOK,Technology,3.955,3.92,3.86,2.461,0.731,24.71875,21979002880.0,4.36,2.94,0.0366,13363091.0,68.61916160060355
National-Oilwell,NOV,Energy,17.79,17.7,17.7,0.508,1.714,7.1733875,7036585984.0,21.91,16.77,0.0127,2929914.0,56.7540980959936
Servicenow Inc.,NOW,Technology,742.9,740.56,744.01,-0.149,0.993,79.28496,152578293760.0,815.32,527.24,,1396847.0,57.62301945137285
National Presto Industries,NPK,Industrials,71.99,71.73,71.45,0.756,0.628,15.891831,510958368.0,86.08,69.58,0.0139999995,48160.0,49.44524234214626
Enpro Industries,NPO,Industrials,146.91,144.43,143.26,2.548,1.432,,3078073088.0,170.64,106.08,0.0084,104600.0,70.75695521847594
Nuveen Virginia Premium Fund,NPV,Financial Services,11.49,11.4853,11.4,0.789,0.634,31.916664,205954800.0,11.64,8.92,0.0758,36111.0,83.39848330019883
Nuveen Pennsylvania Investment,NQP,Financial Services,12.3619,12.26,12.32,0.34,0.467,14.047614,460082720.0,12.39,9.65,0.0767,44304.0,84.9011295898724
Newpark Resources,NR,Energy,7.365,7.44,7.36,0.068,2.897,40.916664,627510464.0,8.65,4.99,,662344.0,38.89770567445006
Nrg Energy,NRG,Utilities,79.155,79.75,79.26,-0.132,1.064,11.291725,16501917696.0,87.58,35.98,0.020599999,3623744.0,38.089233243130586
Natural Resource Partners Lp,NRP,Energy,94.71,94.63,95.05,-0.358,0.482,7.0311804,1227451008.0,102.0,52.5,0.031600002,27159.0,61.011466258391344
North European Oil Royality Trust,NRT,Energy,6.61,6.46,6.58,0.456,0.841,14.06383,60749800.0,16.36,4.77,0.22950001,67150.0,75.7393342779498
Norfolk Souther Corp.,NSC,Industrials,214.96,214.25,213.75,0.566,1.319,34.559486,48562475008.0,263.66,183.09,0.0253,1323059.0,34.87812281770496
Insperity Inc,NSP,Industrials,85.44,87.22,86.9,-1.68,1.146,20.839025,3217285888.0,123.21,85.07,0.0276,227190.0,29.16195365303335
Tortoise MLP Fund,NTG,Financial Services,42.32,42.87,43.0332,-1.657,,28.402683,215527712.0,43.95,31.54,0.089499995,13462.0,65.13682457511423
Natuzzi S.P.A.,NTZ,Consumer Cyclical,4.548,4.625,4.6,-1.13,1.357,,50094400.0,7.6,4.548,,6557.0,19.232235761861105
Northeast Utilities,NU,Financial Services,13.21,13.22,13.15,0.456,1.143,50.807693,63158198272.0,13.41,6.61,,25813854.0,63.92852576681112
Nucor Corp.,NUE,Basic Materials,153.355,151.11,150.25,2.067,1.585,9.015578,36768702464.0,203.0,140.07,0.014400001,1525059.0,38.73405001929429
Nu Skin Enterprises,NUS,Consumer Defensive,10.139,9.84,9.77,3.777,1.128,,503577760.0,30.43,9.76,0.024600001,765885.0,24.51421133413622
Nuveen Muni Value Fund,NUV,Financial Services,8.63,8.65,8.63,0.0,0.353,37.52174,1791087488.0,8.93,7.86,0.0403,397406.0,71.32623634774308
Nuveen Muni Value Fund,NUW,Financial Services,13.7501,13.75,13.7496,0.004,,29.255533,246832176.0,14.1,12.45,0.0401,36598.0,74.19470283466073
Novo Nordisk A/S,NVO,Healthcare,142.745,139.85,140.43,1.649,0.151,49.39273,635699134464.0,148.15,75.965,0.0098,3794560.0,60.09622269962742
Nvr,NVR,Consumer Cyclical,7632.65,7530.0,7484.08,1.985,1.168,15.910303,23908284416.0,8211.4,5210.49,,19873.0,75.42057157588509
Novartis Ag,NVS,Healthcare,109.94,108.29,108.23,1.58,0.491,24.986364,224322682880.0,109.94,92.19,0.0349,1444681.0,87.71791184359613
Northwestern Corp.,NWE,Utilities,49.05,48.83,48.68,0.76,0.468,15.185759,3006097920.0,58.38,45.97,0.053400002,244550.0,27.55882839032411
Newell Rubbermaid Inc.,NWL,Consumer Defensive,5.73,5.67,5.74,-0.174,0.88,,2378872576.0,11.61,5.385,0.048800003,4156091.0,17.099208213202616
Northwest Natural Gas Company,NWN,Utilities,36.03,35.65,35.48,1.55,0.563,15.872247,1370152448.0,44.9,34.82,0.055,250472.0,52.10146434652377
Quanex Building Products Corp.,NX,Industrials,26.23,26.36,26.33,-0.38,1.3,10.75,868543488.0,39.31,24.97,0.012200001,217357.0,29.097070206736888
Nuveen California Tax-Free Income,NXC,Financial Services,13.15,13.18,13.12,0.229,0.279,16.4375,83663976.0,13.8,11.86,0.0421,17993.0,42.07858606166565
Nuveen Insured New York Tax-Free,NXN,Financial Services,11.75,11.67,11.71,0.342,0.297,15.460526,46117456.0,12.45,10.64,0.0421,7177.0,40.47922240111572
Nuveen Tax Free Income Portfolio,NXP,Financial Services,14.58,14.53,14.58,0.0,0.331,22.090908,698936064.0,14.89,12.91,0.0428,78063.0,68.1866169879587
New York Community Bancorp,NYCB,Financial Services,3.475,3.42,3.45,0.725,0.978,,3662371840.0,14.22,1.7,0.0116,17171932.0,52.63277254895851
New York Times Company,NYT,Communication Services,52.4,52.0,51.91,0.944,1.053,34.70199,8609897472.0,52.82,39.73,0.01,1069880.0,74.00591447337732
Realty Income Corp.,O,Real Estate,53.565,52.96,52.76,1.526,0.971,49.597218,46643007488.0,64.18,45.04,0.0598,5492922.0,73.0946124962267
Onebeacon Insurance Group,OB,Communication Services,4.67,4.78,4.8,-2.708,1.449,,228095872.0,5.95,3.335,,141032.0,41.95165637939835
Owens Corning Inc,OC,Industrials,167.23,166.34,165.34,1.143,1.413,13.518997,14491565056.0,184.0,109.95,0.0145000005,637483.0,67.52767669593632
Ocwen Financial Corp.,OCN,Financial Services,25.08,24.9,25.27,-0.752,1.932,33.89189,195865264.0,35.79,21.15,,12557.0,71.08400938932486
Oil-Dri Corporation Of America,ODC,Basic Materials,59.385,59.9136,59.8,-0.694,0.611,10.22117,432698112.0,87.32,54.8,0.0207,25665.0,26.95712497860339
Office Depot,ODP,Consumer Cyclical,37.87,36.8,36.68,3.244,1.602,17.292236,1359339776.0,58.98,36.63,,524057.0,33.67574702737319
Oriental Financial Group,OFG,Financial Services,37.935,37.46,37.44,1.322,1.017,9.677296,1788498688.0,39.04,27.48,0.026700001,199372.0,73.77816312373935
Oge Energy Corp.,OGE,Utilities,35.75,35.43,35.24,1.447,0.727,18.147207,7169590784.0,37.3,31.25,0.0475,1349673.0,47.2475884755925
Omega Healthcare Investors,OHI,Real Estate,34.04,33.65,33.55,1.461,0.956,30.392859,8664406016.0,34.77,27.53,0.0799,1533744.0,78.84223684276269
Owens-Illinois,OI,Consumer Cyclical,10.505,10.31,10.2,2.99,1.251,,1635859584.0,23.57,10.08,,1846591.0,51.271425223217626
Invesco Muni Income Trust,OIA,Financial Services,6.38,6.48,6.37,0.157,0.726,13.869565,304040832.0,6.7,4.93,0.0548,89159.0,52.61804844167176
Oceaneering International,OII,Energy,24.18,24.03,24.0,0.75,2.397,22.811323,2451586048.0,27.46,18.67,,839114.0,83.47250111188995
Oil States International,OIS,Energy,4.08,4.03,4.05,0.741,2.669,,261998016.0,9.02,3.91,,1192626.0,36.39107062592006
Oneok,OKE,Energy,82.32,82.09,82.42,-0.121,1.619,19.460993,48045817856.0,83.31,60.58,0.048,2520439.0,72.23881516586636
Olin Corp.,OLN,Basic Materials,46.44,45.88,45.54,1.976,1.43,16.52669,5545911296.0,60.6,41.71,0.0176,1042547.0,47.77377698716435
One Liberty Properties,OLP,Real Estate,23.3,23.3,23.27,0.129,1.396,17.132353,479823872.0,24.5,17.55,0.0774,47298.0,56.7341633010845
Omnicom Group Inc.,OMC,Communication Services,91.18,91.24,90.51,0.74,0.969,12.338295,17856143360.0,99.23,72.2,0.0309,1553995.0,50.046138350554386
Owens & Minor,OMI,Healthcare,13.17,12.89,12.93,1.856,0.24,,1007495744.0,28.35,12.36,,849532.0,27.01894145457055
Old National Bancorp Capital,ONB,Financial Services,17.46,17.03,16.98,2.827,0.826,9.437838,5569233408.0,17.82,12.36,0.033,1715977.0,75.17192629195347
Opko Health Inc,OPK,Healthcare,1.32,1.3,1.29,2.326,1.651,,920029504.0,2.22,0.85,,3530131.0,51.86838123841566
Oppenheimer Holdings,OPY,Financial Services,49.88,49.25,49.19,1.403,1.142,13.336899,515210528.0,50.14,32.82,0.012200001,39862.0,87.98649719920348
Ormat Technologies,ORA,Utilities,71.96,71.06,70.61,1.912,0.506,32.561085,4347945472.0,85.82,58.73,0.0068,522149.0,67.11893520617603
Orange Ads,ORAN,Communication Services,10.81,10.81,10.6,1.981,0.146,12.717648,28740763648.0,12.41,9.82,0.0733,671901.0,38.89378635762116
Oracle Corp.,ORCL,Technology,142.04,141.12,140.68,0.967,1.014,38.285713,391442333696.0,145.79,99.26,0.0114,8501804.0,90.18116864201588
Old Republic International Corp.,ORI,Financial Services,30.435,30.07,30.01,1.416,0.887,11.842413,8273236992.0,32.26,25.32,0.0353,1601286.0,42.9009494792092
Orion Marine Group Inc,ORN,Industrials,8.43,8.36,8.28,1.812,0.831,,276974400.0,11.0,2.89,,490429.0,44.624197229757804
Oshkosh Truck Corp.,OSK,Industrials,103.73,102.55,102.3,1.398,1.217,9.916826,6784056320.0,127.98,86.1,0.018,464639.0,45.620306232634256
Oxford Industries,OXM,Consumer Cyclical,96.34,96.25,95.53,0.848,1.539,37.053844,1510264320.0,113.88,82.33,0.028099999,289668.0,29.801366755436476
Occidental Petroleum Corp.,OXY,Energy,61.41,61.05,61.02,0.639,1.636,17.748554,54448377856.0,71.19,55.12,0.014400001,7078619.0,40.83537017491321
Plains All American Pipeline L.P.,PAA,Energy,18.55,18.6,18.65,-0.536,1.587,15.854701,13004866560.0,19.04,14.25,0.0681,2744452.0,57.14057876757947
Grupo Aeroportuario Del Pacifico,PAC,Industrials,163.59,159.2,160.07,2.199,1.038,15.624641,8265826304.0,197.31,107.25,0.053000003,44049.0,47.1394760607714
Penske Automotive Group,PAG,Consumer Cyclical,145.57,144.72,144.13,0.999,1.178,10.109029,9735620608.0,180.84,137.95,0.0232,200344.0,62.16677120135963
Pacific American Income Shares,PAI,Financial Services,12.14,12.12,12.1,0.331,0.533,10.936937,115463056.0,12.29,10.59,0.0511,19377.0,83.05107989450264
Pampa Energia S.A.,PAM,Utilities,46.5,46.79,46.27,0.497,0.773,5.266138,3361680384.0,52.17,32.91,,304257.0,66.66380743074512
Palo Alto Networks Inc.,PANW,Technology,337.06,336.56,336.18,0.262,1.145,48.637806,109140025344.0,380.84,201.17,,3499460.0,79.08652476657693
Par Technology Corp.,PAR,Technology,45.94,45.32,45.0,2.089,2.181,,1561551104.0,50.0,28.21,,374331.0,61.27353975094075
Verifone Systems,PAY,Technology,19.08,19.19,18.48,3.247,1.464,82.95652,2369201664.0,25.21,9.95,,238324.0,45.58556088611189
Prosperity Bancshares,PB,Financial Services,61.48,60.33,60.55,1.536,0.921,14.231481,5898262528.0,68.88,49.6,0.037,517040.0,74.81365429569271
Pembina Pipeline Cor,PBA,Energy,37.595,37.3,37.18,1.116,1.49,16.489037,21800663040.0,37.9,28.15,0.0542,1173381.0,67.71278779718864
Pbf Energy Inc.,PBF,Energy,39.9,41.18,41.32,-3.437,1.612,2.7479339,4730703872.0,62.88,39.46,0.0242,1734900.0,14.49255444453027
Prestige Brand Holdings,PBH,Healthcare,68.25,68.23,68.25,0.0,0.491,16.366907,3390318848.0,75.31,56.34,,255436.0,44.85116715892522
Pitney Bowes Inc,PBI,Industrials,6.15,6.45,6.37,-3.454,1.987,,1100081280.0,6.54,2.8,0.031400003,1786462.0,70.49043327908718
Petroleo Brasileiro S.A.- Petrobras,PBR,Energy,15.145,15.22,15.15,-0.033,0.988,4.4026165,97654202368.0,17.91,13.02,0.1365,19253631.0,35.63569136119909
Permian Basin Royalty Trust,PBT,Energy,11.79,11.36,11.42,3.24,0.598,19.016129,549517760.0,25.6,10.51,0.0598,125663.0,63.626520799520975
Puma Biotechnology,PBYI,Healthcare,3.04,3.04,3.04,0.0,1.073,9.5,146645952.0,7.73,2.13,,460219.0,61.362315300460914
Putnam High Income Bond Fund,PCF,Financial Services,6.5991,6.59,6.56,0.596,0.935,10.474762,115685528.0,7.0,5.71,0.113800004,120855.0,58.80991346732959
Pacific Gas & Electric Co.,PCG,Utilities,17.655,17.45,17.34,1.817,1.088,15.763393,46166061056.0,18.95,14.71,0.0023,12972780.0,34.2553563528069
Pimco California Muni II,PCK,Financial Services,5.91,5.9,5.8899,0.341,0.544,12.061224,190615232.0,6.07,4.85,0.0438,69834.0,78.64313344469039
