Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Western Asset Managed Municipals Fund,MMU,Financial Services,10.35,10.33,10.34,0.097,0.468,23.522728,566846720.0,10.45,8.6,0.063200004,135303.0,71.72630736219224
Monmouth Real Estate Investment Corp.,MNR,Energy,19.61,19.84,19.74,-0.659,,,1862950016.0,21.19,14.4,0.152,121580.0,50.310673464651295
Altria Group,MO,Consumer Defensive,46.7,46.03,46.02,1.478,0.69,9.769875,80213319680.0,47.19,39.07,0.085200004,10246490.0,55.09846004309306
Modine Manufacturing Company,MOD,Consumer Cyclical,106.1,107.09,105.69,0.388,2.275,35.016502,5559077376.0,110.0,32.46,,864049.0,58.19544707538897
Molina Healthcare Inc,MOH,Healthcare,287.3,292.36,292.78,-1.872,0.579,15.597177,16831125504.0,423.92,286.965,,490404.0,49.653621691374795
Mosaic Company,MOS,Basic Materials,26.91,26.98,27.06,-0.554,1.416,11.402543,8648685568.0,42.81,26.67,0.031,4415070.0,23.072435804641714
Movado Group Inc.,MOV,Consumer Cyclical,24.46,24.71,24.68,-0.891,1.066,13.664804,543251712.0,31.44,23.93,0.056700002,137822.0,46.83839015415546
Blackrock Muniyield Pennsylvania Quality,MPA,Financial Services,12.55,12.55,12.57,-0.159,0.473,54.565216,162517488.0,12.82,9.87,0.063,28475.0,70.56980314369287
Marathon Petroleum Corporation,MPC,Energy,162.92,164.0,167.47,-2.717,1.394,8.101441,57401602048.0,221.11,117.28,0.0197,2449816.0,26.617494486876183
Mplx Lp,MPLX,Energy,42.11,42.34,42.33,-0.52,1.345,10.881138,43046526976.0,43.07,34.24,0.080299996,1952096.0,48.77251372784246
Massmutual Participation Investors,MPV,Financial Services,16.53,16.42,16.5,0.182,0.586,9.666667,175588272.0,16.8,12.8,0.087299995,17260.0,67.56899920997091
Medical Properties Trust,MPW,Real Estate,4.26,4.24,4.13,3.148,1.302,,2556425984.0,10.74,2.92,0.1453,16560754.0,23.266115155051295
Marine Products Corp.,MPX,Consumer Cyclical,8.99,9.41,9.39,-4.26,1.212,8.99,311799264.0,17.81,8.986,0.0596,47555.0,24.05157426428589
Blackrock Muniyield Quality Fund II,MQT,Financial Services,10.2448,10.21,10.22,0.243,0.533,37.9437,226970464.0,10.67,8.59,0.0575,51047.0,65.58179000923923
Blackrock Muniyield Quality Fund,MQY,Financial Services,12.27,12.33,12.3,-0.244,0.501,29.92683,881398336.0,12.52,9.82,0.056599997,130936.0,71.3756289559834
Mrc Global Inc.,MRC,Energy,12.45,12.45,12.54,-0.718,2.011,14.310345,1059141376.0,14.02,8.15,,605201.0,60.77495141676442
Marin Sotfware Incorporated,MRIN,Technology,2.24,2.25,2.34,-4.274,0.499,,6958246.0,5.46,1.44,,1057734.0,33.02602965189192
Merck & Company,MRK,Healthcare,126.04,125.24,125.78,0.207,0.389,138.5055,319235358720.0,134.63,99.14,0.024500001,8401401.0,44.0244837023433
Marathon Oil Corp.,MRO,Energy,27.89,27.79,28.19,-1.064,2.194,11.524793,15605514240.0,30.06,21.81,0.0156,9399383.0,48.39146313028608
Morgan Stanley,MS,Financial Services,102.61,100.6,100.59,2.008,1.368,18.656364,166757662720.0,103.25,69.42,0.033800002,6396604.0,56.35969452728048
Mine Safety Appliances Company,MSA,Industrials,185.87,185.58,185.5,0.199,0.989,27.454948,7319969280.0,196.02,147.35,0.011,162614.0,69.22852653791298
Mesabi Trust,MSB,Basic Materials,17.07,17.37,17.51,-2.513,0.848,10.472392,223958400.0,22.39,16.08,0.0586,20767.0,40.46974151412757
MSCI Inc,MSCI,Financial Services,489.07,491.91,492.26,-0.648,1.097,33.45212,38746181632.0,617.39,439.95,0.012999999,732568.0,55.397301317945214
Morgan Stanley Emerging Markets Debt,MSD,Financial Services,7.47,7.45,7.42,0.674,0.627,8.788235,150821536.0,7.55,6.11,0.11350001,69829.0,71.74341816970593
Motorola Solutions,MSI,Technology,390.72,391.22,390.57,0.038,0.95,48.356438,65167020032.0,392.34,269.65,0.01,706683.0,81.38413059143836
Msc Industrial Direct Company,MSM,Industrials,75.8,76.56,76.46,-0.863,0.829,14.747083,4254123520.0,105.77,75.05,0.043,593813.0,28.774149822906168
Arcelormittal,MT,Basic Materials,22.35,22.56,23.0,-2.826,1.775,23.041237,17875843072.0,29.15,21.3,0.0217,1638236.0,14.920546283474238
M&T Bank Corp.,MTB,Financial Services,149.8,147.7,148.2,1.08,0.764,10.114787,24994729984.0,156.65,108.53,0.0364,864209.0,37.67030544246042
Mettler-Toledo International,MTD,Healthcare,1308.0,1329.94,1330.0,-1.654,1.167,36.700336,27935479808.0,1535.86,928.5,,147821.0,15.597222501873858
Matador Resources Company,MTDR,Energy,58.54,58.2,59.04,-0.847,3.299,8.019178,7304621568.0,71.08,51.72,0.0136,1700159.0,41.08724300414367
Mgic Investment Corp.,MTG,Financial Services,21.4,21.26,21.29,0.517,1.274,8.230769,5704962048.0,22.43,15.78,0.0216,1707762.0,36.82585342757187
Meritage Corp.,MTH,Consumer Cyclical,154.6,153.29,154.09,0.331,1.801,7.2074594,5614917632.0,189.96,109.23,0.0195,422336.0,22.3646302894074
Vail Resorts,MTN,Consumer Cyclical,173.44,174.87,175.02,-0.903,1.138,23.0332,6525506560.0,254.78,165.14,0.0507,686719.0,48.209790226423564
Mesa Royalty Trust,MTR,Energy,8.01,8.29,8.5,-5.765,0.661,6.619835,14927356.0,24.87,7.7,0.048899997,11403.0,27.349034092787036
Brush Wellman Inc,MTRN,Basic Materials,104.16,105.84,105.64,-1.401,1.187,26.105265,2159330560.0,145.08,92.23,0.0050999997,103442.0,23.19730597515479
Manitowoc Company,MTW,Industrials,10.07,10.38,10.45,-3.636,1.912,13.426666,357897856.0,19.81,10.01,,267967.0,32.49335577908562
Minerals Technologies Inc.,MTX,Basic Materials,80.47,81.64,81.9,-1.746,1.321,27.940971,2595012608.0,87.46,48.61,0.0049,172881.0,29.38322587287584
Mastec,MTZ,Industrials,102.04,102.04,102.24,-0.196,1.653,,8107935232.0,123.33,44.65,,799949.0,28.43122848237192
Blackrock Muniassets Fund,MUA,Financial Services,11.64,11.51,11.47,1.482,0.55,61.26316,447510304.0,11.75,8.61,0.0581,72281.0,67.85140968919993
Blackrock Muniholdings California,MUC,Financial Services,11.11,11.08,11.06,0.452,0.482,55.55,1046383168.0,11.3,9.19,0.052600004,213670.0,43.04636458036321
Blackrock Muniholdings Quality Fund II,MUE,Financial Services,10.19,10.2,10.16,0.295,0.564,28.305553,223345424.0,10.29,8.53,0.0531,53547.0,74.71936070820595
Blackrock Muni Intermediate Duration,MUI,Financial Services,12.26,12.3,12.28,-0.163,0.541,30.65,882623104.0,12.42,9.73,0.0537,153572.0,63.07492026546983
Blackrock Muniholdings New Jersey,MUJ,Financial Services,11.44,11.43,11.41,0.263,0.461,26.0,608437504.0,11.7,9.74,0.052600004,91767.0,87.1351851433026
Murphy Oil Corp.,MUR,Energy,39.79,39.89,40.23,-1.094,2.251,11.0221615,6070999040.0,49.14,36.95,0.0298,1367619.0,50.83929334462515
Mcewen Mining Inc,MUX,Basic Materials,9.94,10.15,10.13,-1.876,1.403,5.9879518,506672608.0,12.5,5.92,,805224.0,35.3595129370474
Mv Oil Trust,MVO,Energy,9.25,9.56,9.56,-3.243,0.682,6.0855265,106375000.0,13.95,8.42,0.1592,52154.0,66.72924824789045
Blackrock Munivest Fund II,MVT,Financial Services,11.0,11.02,10.97,0.273,0.644,28.947369,229475392.0,11.17,8.96,0.0552,37039.0,67.6893075820112
Mueller Water Products,MWA,Industrials,18.06,18.3,18.4,-1.848,1.328,28.21875,2812176640.0,19.43,12.11,0.0139,1504685.0,54.94326687061052
Morgan Stanley Cap TR IV Gtd Cap Secs,MWG,Industrials,0.383,0.464,0.4491,-14.718,,6.383333,11811720.0,0.69,0.193,,760900.0,50.666565599722425
Magnachip Semiconductor Corp.,MX,Technology,4.96,4.96,4.98,-0.402,0.661,,189808288.0,10.29,4.7,,209001.0,37.195023745266475
Mexico Equity And,MXE,Financial Services,9.77,9.83,9.72,0.514,0.979,5.1693125,42990052.0,11.63,8.4,0.031,9934.0,44.936350029380876
Mexico Fund,MXF,Financial Services,16.56,16.43,16.39,1.037,1.117,7.263158,244622656.0,19.69,14.77,0.0537,42142.0,48.21213178379291
Maxlinear Inc,MXL,Technology,22.19,22.7,22.74,-2.419,1.847,,1844610304.0,35.09,13.43,,669229.0,82.88303092674447
Blackrock Muniyield Fund,MYD,Financial Services,10.87,10.86,10.88,-0.092,0.669,27.871796,497123136.0,11.3,8.76,0.0579,134570.0,73.6380466797025
Myers Industries,MYE,Consumer Cyclical,12.71,12.89,12.98,-2.08,1.222,11.990566,472595936.0,23.63,12.47,0.0416,284880.0,12.381471762995304
Blackrock Muniyield Quality Fund III,MYI,Financial Services,11.19,11.19,11.17,0.179,0.462,26.642857,743769088.0,11.7,9.32,0.0596,209959.0,66.93918241471061
Blackrock Muniyield New York Quality,MYN,Financial Services,10.46,10.44,10.42,0.384,0.586,28.27027,400756064.0,10.62,8.47,0.0509,64560.0,47.86486967811958
Nuveen California Divadv Fund,NAC,Financial Services,11.63,11.64,11.63,0.0,0.462,15.103897,1683116928.0,11.65,9.32,0.0765,401706.0,70.82388866234578
Nuveen Divadv Fund,NAD,Financial Services,11.75,11.78,11.75,0.0,0.491,47.0,2742508544.0,11.93,9.56,0.0771,719870.0,79.35917715551574
Nuveen New York Divadv Fund,NAN,Financial Services,11.345,11.32,11.35,-0.044,0.459,13.347058,349837824.0,11.35,9.11,0.076799996,65462.0,77.01811919311751
Nordic American Tanker Shipping Limited,NAT,Industrials,3.72,3.77,3.77,-1.326,-0.173,11.625,776721152.0,4.83,3.63,0.1273,2321680.0,20.105550383572393
Nuveen Arizona Premium Fund,NAZ,Financial Services,11.36,11.27,11.29,0.62,0.506,15.351351,131666944.0,11.4,9.22,0.0771,22785.0,75.87180538615434
Nuveen Build America Bond Fund,NBB,Financial Services,15.58,15.41,15.48,0.646,,14.293577,457970976.0,16.28,13.67,0.059299998,75577.0,67.88616500936975
National Bank Holdings Corp.,NBHC,Financial Services,38.77,38.09,38.25,1.359,0.858,11.140804,1466490752.0,39.75,28.38,0.0293,215811.0,64.1401372087127
Nabors Industries,NBR,Energy,72.68,68.93,69.72,4.246,2.227,,693383936.0,141.47,59.9,,209324.0,53.63700468018336
Nacco Industries,NC,Energy,28.2,27.9,28.04,0.571,0.97,,210101856.0,38.66,27.26,0.0325,16052.0,29.531821606291174
Nuveen California Muni Value Fund,NCA,Financial Services,8.72,8.69,8.71,0.115,0.324,16.452831,288703520.0,9.09,7.77,0.04,62606.0,75.62414503302391
Navigant Consulting,NCI,Consumer Cyclical,0.641,0.631,0.65,-1.385,,21.366667,13025119.0,11.39,0.574,,1534250.0,23.911505010216274
Agic Convertible &,NCV,Financial Services,3.32,3.34,3.33,-0.3,1.239,36.888885,300040352.0,3.59,2.84,0.1248,587829.0,54.102572797294336
Agic Convertible & II,NCZ,Financial Services,2.96,2.98,2.96,0.0,1.232,29.6,225302768.0,3.15,2.5,0.1233,355113.0,44.99182461561962
Tortoise Energy Independence F,NDP,Financial Services,36.18,35.83,35.95,0.64,,,60276244.0,36.5,27.38,0.077199996,4804.0,61.08331168705678
Noble Corp.,NE,Energy,43.4,43.56,43.9,-1.139,1.02,13.395062,6202033664.0,55.34,41.23,0.0456,1107300.0,29.888341332798333
Nextera Energy,NEE,Utilities,72.12,72.06,72.11,0.014,0.538,19.704918,148172718080.0,80.47,47.15,0.0286,11751545.0,16.708593110883868
Newmont Mining Corp.,NEM,Basic Materials,43.89,44.13,44.13,-0.544,0.488,,50611310592.0,45.92,29.42,0.0227,9478237.0,47.513732497334345
Newmarket Corp.,NEU,Basic Materials,507.12,508.82,510.2,-0.604,0.483,12.196247,4865436160.0,650.0,424.0,0.0196,39422.0,28.64186695315327
National Fuel Gas Company,NFG,Energy,54.14,54.33,54.52,-0.697,0.639,10.7420635,4976435200.0,57.6,45.32,0.0378,491867.0,32.76257765417503
Nfj Dividend Interest & Premium Strategy,NFJ,Financial Services,12.21,12.28,12.27,-0.489,1.129,12.089109,1157527552.0,12.86,10.45,0.0913,186885.0,33.4043566847285
National Grid Transco Plc,NGG,Utilities,60.35,60.61,60.71,-0.593,0.235,17.193731,58077704192.0,73.4,55.13,0.060700003,667040.0,47.030428809315175
Ngl Energy Partners Lp,NGL,Energy,4.78,4.73,4.85,-1.443,1.672,,633412160.0,6.2,3.68,,469200.0,23.01961513325763
Natural Gas Services Group,NGS,Energy,18.63,19.39,19.56,-4.755,1.096,24.513157,231703168.0,25.24,9.74,,96373.0,32.697770553093065
Natural Grocers By Vitamin Cottage Inc,NGVC,Consumer Defensive,22.33,22.3,22.26,0.314,1.054,17.864,508943136.0,22.96,11.85,0.018,63755.0,77.01457338894201
National Health Investors,NHI,Real Estate,69.46,68.67,68.88,0.842,1.044,22.773771,3016286464.0,69.74,48.51,0.0523,148500.0,79.05201271375824
Nisource Inc,NI,Utilities,28.91,28.515,28.57,1.19,0.5,18.772728,12960497664.0,29.44,22.86,0.037100002,4368118.0,49.87522245119655
Agic Equity & Convertible,NIE,Financial Services,23.53,23.56,23.56,-0.127,,6.941003,651992768.0,23.88,18.61,0.1015,59540.0,34.000334220463245
Nuveen Maturities Fund,NIM,Financial Services,9.045,9.01,9.0,0.5,0.25,25.842857,112579496.0,9.3,8.28,0.0365,20865.0,71.84419281457812
Nuveen Insured Muni Opportunity Fund,NIO,Consumer Cyclical,4.5,4.47,4.46,0.897,1.856,,9662895104.0,16.18,3.61,,51724621.0,31.99590998439487
Newjersey Resources Corp.,NJR,Utilities,42.12,42.03,42.03,0.214,0.619,16.714285,4162395392.0,47.04,38.92,0.04,503152.0,27.316051058997047
Nike,NKE,Consumer Cyclical,72.46,73.3,73.05,-0.808,1.009,19.426273,109368221696.0,123.39,72.38,0.020299999,12630431.0,13.571891656998716
Nl Industries,NL,Industrials,5.97,5.8,5.84,2.226,0.557,25.95652,291536000.0,8.93,4.46,0.0548,44247.0,29.994527215819033
Annaly Capital Management Inc,NLY,Real Estate,19.02,18.99,18.99,0.158,1.594,,9518368768.0,21.07,14.52,0.1369,3360906.0,26.071701498747714
New Mountain Finance Corporati,NMFC,Financial Services,12.25,12.32,12.3,-0.407,1.188,11.136363,1321174784.0,13.23,12.12,0.1106,389132.0,28.119057261789038
Nuveen Muni,NMI,Financial Services,9.92,9.92,9.861,0.598,0.239,22.044445,99706912.0,9.93,8.3,0.0438,23839.0,83.92128231617515
Navios Maritime Partners Lp,NMM,Industrials,50.79,50.73,50.84,-0.098,1.957,3.836103,1533065728.0,53.83,20.92,0.0039,176778.0,42.06318701818356
Nomura Holdings Inc ADR,NMR,Financial Services,5.97,5.92,5.94,0.505,0.631,18.090908,17649348608.0,6.62,3.63,0.0161,1093855.0,22.601260704132926
Nuveen Massachusetts Premium Fund,NMT,Financial Services,11.1,11.12,11.11,-0.09,0.426,38.275864,103503288.0,11.24,9.05,0.0767,12450.0,74.3936473855426
Nelnet,NNI,Financial Services,101.61,101.57,101.83,-0.216,0.904,27.38814,3695250944.0,110.7,81.67,0.011,88796.0,40.50932073190511
National Retail Properties,NNN,Real Estate,42.12,42.36,42.43,-0.731,1.055,19.3211,7722659328.0,44.87,34.38,0.0533,970155.0,46.32844210323784
Nuveen New York Muni Value Fund,NNY,Financial Services,8.315,8.35,8.33,-0.18,0.322,16.30392,157037920.0,8.66,7.58,0.0405,38214.0,65.2716224048999
North American Energy Partners,NOA,Energy,19.45,19.86,19.95,-2.506,1.633,15.07752,519884896.0,26.3,18.3,0.0147,65562.0,31.310599979449023
Noah Holdings Ltd,NOAH,Financial Services,7.84,8.15,8.15,-3.804,0.756,4.404495,515808512.0,15.83,7.14,0.1304,235690.0,24.931504590978463
Northrop Grumman Corp.,NOC,Industrials,423.73,430.0,430.25,-1.515,0.321,29.487127,62771363840.0,496.89,414.56,0.019199999,977449.0,22.18764753609868
Nokia Corp.,NOK,Technology,3.86,3.85,3.89,-0.771,0.731,24.125,21520734208.0,4.36,2.94,0.0363,13424378.0,43.25635532390154
National-Oilwell,NOV,Energy,17.7,17.82,18.01,-1.721,1.714,7.137097,7000987648.0,21.91,16.77,0.0125,2931962.0,54.83678656522214
Servicenow Inc.,NOW,Technology,744.01,750.96,766.2,-2.896,0.993,79.57326,152806260736.0,815.32,527.24,,1371054.0,51.507309272140425
National Presto Industries,NPK,Industrials,71.45,70.81,70.81,0.904,0.628,15.772626,507125632.0,86.08,69.58,0.014099999,48052.0,32.616250049076484
Enpro Industries,NPO,Industrials,143.26,144.86,144.85,-1.098,1.432,,3001597696.0,170.64,106.08,0.0083,105303.0,34.570970827459206
Nuveen Virginia Premium Fund,NPV,Financial Services,11.4,11.43,11.44,-0.35,0.634,31.666664,204341568.0,11.64,8.92,0.075500004,36355.0,75.79218448932141
Nuveen Pennsylvania Investment,NQP,Financial Services,12.32,12.3,12.29,0.244,0.467,14.0,458523296.0,12.3584,9.65,0.0767,44421.0,87.70973689753215
Newpark Resources,NR,Energy,7.36,7.47,7.53,-2.258,2.897,40.88889,627084480.0,8.65,4.99,,662432.0,39.827199336036
Nrg Energy,NRG,Utilities,79.26,78.63,78.57,0.878,1.064,11.3067045,16523807744.0,87.58,35.98,0.0207,3666524.0,62.215862209275976
Natural Resource Partners Lp,NRP,Energy,95.05,94.167,94.56,0.518,0.482,7.0564218,1231857536.0,102.0,52.33,0.0317,26895.0,63.677351650032065
North European Oil Royality Trust,NRT,Energy,6.58,6.25,6.34,3.785,0.841,14.0,60474080.0,16.36,4.77,0.2382,67613.0,55.893354222209325
Norfolk Souther Corp.,NSC,Industrials,213.75,212.75,214.25,-0.233,1.319,34.420288,48289116160.0,263.66,183.09,0.0252,1319608.0,34.615977650213935
Insperity Inc,NSP,Industrials,86.9,88.42,88.99,-2.349,1.146,21.195124,3272262912.0,123.21,86.82,0.027,228378.0,36.423703982899895
Tortoise MLP Fund,NTG,Financial Services,43.0332,43.11,43.13,-0.224,,28.881342,219159904.0,43.95,31.54,0.089499995,13426.0,57.777746485607565
Natuzzi S.P.A.,NTZ,Consumer Cyclical,4.6,4.65,4.72,-2.542,1.357,,50667160.0,7.6,4.6,,6462.0,24.973947094071548
Northeast Utilities,NU,Financial Services,13.15,12.88,12.84,2.414,1.143,50.576923,62871330816.0,13.24,6.61,,25638462.0,56.526169806392055
Nucor Corp.,NUE,Basic Materials,150.25,151.71,152.47,-1.456,1.585,8.827849,36024242176.0,203.0,140.07,0.014199999,1513685.0,24.81412549800828
Nu Skin Enterprises,NUS,Consumer Defensive,9.77,10.73,10.8,-9.537,1.128,,485250528.0,30.43,9.76,0.0222,764980.0,20.555984809039458
Nuveen Muni Value Fund,NUV,Financial Services,8.63,8.62,8.63,0.0,0.353,37.52174,1791087488.0,8.93,7.86,0.0403,400532.0,63.59747435680786
Nuveen Muni Value Fund,NUW,Financial Services,13.7496,13.68,13.71,0.289,,29.254469,246823200.0,14.1,12.45,0.0401,36873.0,60.00387743923284
Novo Nordisk A/S,NVO,Healthcare,140.43,140.75,143.07,-1.845,0.151,48.59169,625389469696.0,148.15,75.56,0.0095999995,3769037.0,34.307447702457864
Nvr,NVR,Consumer Cyclical,7484.08,7444.06,7454.06,0.403,1.168,15.590534,23442907136.0,8211.4,5210.49,,19955.0,35.59723508145977
Novartis Ag,NVS,Healthcare,108.23,108.88,108.06,0.157,0.491,24.597727,221902897152.0,108.88,92.19,0.035,1458919.0,43.21342167693128
Northwestern Corp.,NWE,Utilities,48.68,48.6,48.75,-0.144,0.468,15.071207,2983421952.0,58.38,45.97,0.0533,245808.0,49.225037783214916
Newell Rubbermaid Inc.,NWL,Consumer Defensive,5.74,6.08,6.16,-6.818,0.88,,2383023872.0,11.61,5.73,0.045500003,4096757.0,17.219992804899007
Northwest Natural Gas Company,NWN,Utilities,35.48,35.28,35.25,0.652,0.563,15.629956,1349236992.0,44.9,34.82,0.0553,250608.0,36.480737773055594
Quanex Building Products Corp.,NX,Industrials,26.33,26.74,26.82,-1.827,1.3,10.790983,871854784.0,39.31,24.97,0.0119,217870.0,15.04330074772784
Nuveen California Tax-Free Income,NXC,Financial Services,13.12,13.02,13.06,0.459,0.279,16.4,83473112.0,13.8,11.86,0.0421,17845.0,62.76631295289119
Nuveen Insured New York Tax-Free,NXN,Financial Services,11.71,11.64,11.65,0.515,0.297,15.407895,45960464.0,12.45,10.64,0.0421,7434.0,70.65162411917615
Nuveen Tax Free Income Portfolio,NXP,Financial Services,14.58,14.61,14.54,0.275,0.331,22.090908,698936064.0,14.89,12.91,0.0429,79270.0,60.411108998795044
New York Community Bancorp,NYCB,Financial Services,3.45,3.28,3.28,5.183,0.978,,3636024064.0,14.22,1.7,0.012200001,17563081.0,80.8075998848875
New York Times Company,NYT,Communication Services,51.91,51.9,51.89,0.039,1.053,34.377483,8529384448.0,52.82,39.73,0.01,1070019.0,45.220129137947026
Realty Income Corp.,O,Real Estate,52.76,53.1,53.16,-0.752,0.971,48.85185,45942034432.0,64.18,45.04,0.0594,5557824.0,32.75520415356456
Onebeacon Insurance Group,OB,Communication Services,4.8,4.82,4.81,-0.208,1.449,,234445456.0,5.95,3.335,,142736.0,51.89256652926299
Owens Corning Inc,OC,Industrials,165.34,165.88,167.34,-1.195,1.413,13.366208,14327784448.0,184.0,109.95,0.0143,638511.0,27.874267593237946
Ocwen Financial Corp.,OCN,Financial Services,25.08,24.9,25.27,-0.752,1.932,33.89189,195865264.0,35.79,21.15,,12557.0,22.218765648573765
Oil-Dri Corporation Of America,ODC,Basic Materials,59.8,61.0,61.02,-1.999,0.611,10.292599,435721920.0,87.32,54.8,0.020299999,25790.0,40.09339061041436
Office Depot,ODP,Consumer Cyclical,36.68,37.35,37.56,-2.343,1.602,16.748857,1316624896.0,58.98,36.63,,519170.0,38.1996543742544
Oriental Financial Group,OFG,Financial Services,37.44,36.98,37.07,0.998,1.017,9.55102,1765161088.0,39.04,26.99,0.027,199149.0,66.42023907937464
Oge Energy Corp.,OGE,Utilities,35.24,35.14,35.12,0.342,0.727,17.888325,7067311616.0,37.3,31.25,0.0476,1364254.0,49.569465376645255
Omega Healthcare Investors,OHI,Real Estate,33.55,33.67,33.77,-0.651,0.956,29.955357,8539682816.0,34.77,27.53,0.0794,1534675.0,41.24003485601555
Owens-Illinois,OI,Consumer Cyclical,10.2,10.4,10.45,-2.392,1.251,,1588364416.0,23.57,10.08,,1838726.0,12.490188036873548
Invesco Muni Income Trust,OIA,Financial Services,6.37,6.37,6.4,-0.469,0.726,13.847826,303564256.0,6.7,4.93,0.0546,90068.0,58.738802829210684
Oceaneering International,OII,Energy,24.0,24.08,24.3,-1.235,2.397,22.64151,2433336064.0,27.46,18.67,,853960.0,63.581490787498254
Oil States International,OIS,Energy,4.05,4.2,4.23,-4.255,2.669,,260071568.0,9.02,3.91,,1200414.0,42.9680776451661
Oneok,OKE,Energy,82.42,81.82,82.0,0.512,1.619,19.484632,48104181760.0,83.31,60.58,0.048299998,2550181.0,51.98408221546379
Olin Corp.,OLN,Basic Materials,45.54,45.67,46.0,-1.0,1.43,16.206406,5438432256.0,60.6,41.71,0.0174,1039539.0,39.67036527811732
One Liberty Properties,OLP,Real Estate,23.27,23.41,23.41,-0.598,1.396,17.110294,479206112.0,24.5,17.55,0.0769,47575.0,42.18174816945403
Omnicom Group Inc.,OMC,Communication Services,90.51,89.66,89.61,1.004,0.969,12.247632,17724936192.0,99.23,72.2,0.0312,1552114.0,49.57037898775669
